id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
56,0.00126,0.19863,0.30065,0.00037,1.01024,0.03399,0.00683,0.01545,0.00048
57,0.00010,0.00291,0.00106,5.07759,6.08905,0.99108,0.00059,0.00121,0.00160
58,0.05170,0.00080,0.01239,0.00445,8.74830,0.01439,0.00141,0.00137,0.96126
59,0.00561,0.01121,0.01921,0.02283,2.91211,0.02952,0.00862,0.01847,0.43734
60,0.01606,0.00164,0.00056,3.70134,1.18563,0.52477,0.00184,0.22836,0.02708
61,5.70636,0.88170,0.52630,0.03578,1.95265,1.01308,6.68238,6.93099,1.93040
62,0.07787,0.32678,0.03005,0.02510,0.00057,0.03402,0.00720,0.07221,0.51958
63,0.00017,0.29343,0.26912,0.07225,7.22381,0.00051,0.00206,0.00121,0.00055
64,0.02804,0.00875,0.00274,4.74971,2.61490,0.09269,0.01166,0.00051,0.98475
65,0.00541,0.24960,0.22776,0.00106,0.00960,0.00371,0.01963,0.37958,0.00129
66,0.00549,0.95394,0.22672,7.87660,1.23246,0.00016,0.97864,2.55990,0.00312
67,0.01915,0.25701,0.40941,0.11027,3.13073,0.01117,0.10170,0.00116,0.00146
68,1.05772,2.71206,2.93304,8.79440,1.54531,3.36610,5.01565,0.99999,3.11941
69,9.42957,7.18267,1.82876,0.07703,4.21445,0.99997,0.00039,0.00087,6.78094
70,0.00919,0.55829,0.27372,0.13768,0.00054,0.01749,0.03890,0.01574,0.02203
71,0.01238,0.15144,0.08176,0.02733,0.99922,0.01611,0.01600,0.01959,0.01052
72,0.02753,0.00548,4.71153,0.00051,1.11056,0.98958,0.01645,0.01497,0.00359
73,0.00021,7.41362,3.56070,0.00023,6.15652,0.99999,0.00149,1.03053,7.78034
74,0.00114,0.00161,0.00360,9.85404,1.45363,0.01670,0.02207,0.99101,0.00728
75,0.03225,0.09391,0.05298,0.06521,0.88301,0.10798,0.03236,0.03735,0.02911
76,4.81107,0.64533,0.18131,0.17261,1.88117,1.02055,4.65644,1.43143,3.18279
77,0.02914,0.00394,0.00033,0.01460,3.99675,0.90846,0.01032,0.02370,0.02554
78,0.00552,0.13953,0.02544,0.00117,0.99998,0.00204,0.00294,0.00302,0.01186
79,0.19176,0.03461,0.06048,0.00063,6.82176,0.03006,0.09205,0.80559,0.00590
80,8.09066,0.87079,0.29270,0.50904,1.89726,6.44315,2.27833,7.81606,1.34267
81,0.02279,0.27702,0.09154,0.06443,0.06986,0.02636,0.04109,0.02852,0.03643
82,0.05605,0.00431,0.01774,0.00120,7.59033,0.03882,0.00101,0.00180,0.84132
83,0.02658,0.68069,0.11483,0.02457,0.01443,0.03808,0.04162,0.04223,0.12470
84,0.03819,0.01601,0.01150,0.00718,7.91336,0.05168,0.01641,0.88930,0.06699
85,0.09097,6.05111,2.05615,2.52085,4.25276,8.05380,0.00015,0.99238,0.00016
86,0.00084,0.00335,0.00390,0.09488,5.53659,0.92555,0.00619,0.00121,0.01090
87,0.00280,0.00026,5.44580,0.00012,1.01981,0.00023,4.89462,0.99998,6.70046
88,0.00028,0.52622,0.25115,0.10164,2.47666,0.00205,0.00657,0.00411,0.00401
89,0.04311,0.51632,0.15272,0.15368,0.00236,0.07233,0.06112,0.09008,0.11380
90,0.03845,0.02305,0.00934,0.00223,9.87602,0.02209,0.00364,0.02308,0.52423
91,0.08670,0.02029,0.02683,0.00228,1.64599,0.03598,0.00841,0.32627,0.31581
92,0.00194,0.70695,0.51515,0.00015,0.00012,0.00500,0.01676,0.00677,0.00017
93,0.00283,0.19340,0.56505,0.14658,4.71910,0.00023,0.12338,8.91895,7.11996
94,0.00494,0.42431,0.33113,0.21655,1.92888,0.05397,0.18370,0.00015,0.02419
95,0.00056,0.00597,0.00030,3.61781,3.65470,0.99628,0.00049,0.01308,0.00115
96,8.28345,0.12016,0.22332,0.06587,0.00049,0.00010,5.79003,4.66382,0.00026
97,0.01741,0.61146,0.19031,0.09484,0.00053,0.04579,0.08245,0.01412,0.05154
98,0.00032,0.00801,0.00993,0.00270,0.99999,0.00059,0.00067,0.00322,0.00033
99,0.03421,0.58825,0.32496,0.10871,1.08311,0.03163,0.14908,0.00333,0.01422
10,1.25618,0.68828,0.10542,0.00754,3.45772,3.49694,0.00029,9.55501,0.00012
10,4.86857,0.92456,0.04566,0.00225,1.90298,2.31992,0.00207,1.53142,5.88016
10,0.02209,0.05079,0.00098,0.00879,2.33960,0.84811,0.02821,0.05307,0.00880
10,0.00042,2.49172,3.67400,0.00327,2.67224,0.99998,0.00577,0.00025,0.00054
10,0.00065,1.57080,1.87998,0.00047,7.91070,0.99957,0.00300,0.00893,0.00016
10,0.00181,0.30918,0.09448,0.23329,2.67345,0.06159,0.02387,0.00011,0.00406
10,0.09325,0.19448,0.07409,0.03085,3.21894,0.17505,0.05916,0.17040,0.07172
10,0.00823,0.05131,0.03233,0.00226,4.54093,0.98596,0.03263,0.00448,0.00692
10,3.54649,0.46024,0.53232,0.10037,5.31286,1.41128,8.03687,3.35405,3.01915
10,0.16620,0.08443,0.02766,0.00371,2.50705,0.48147,0.11265,0.15950,0.01412
11,0.02044,0.05802,0.03252,0.02427,5.51789,0.31260,0.51720,0.21352,0.00114
11,0.00096,0.00028,1.09948,2.81112,8.25582,0.94666,0.00131,0.05015,0.00031
11,5.97069,0.05954,0.00031,0.00308,4.73587,0.97556,0.00122,0.00954,0.00228
11,0.00043,0.26207,0.03767,0.02964,1.13358,0.00412,0.01612,0.57078,0.00287
11,1.95699,0.88335,0.26813,0.14367,4.17309,1.66428,2.30679,1.19776,1.41117
11,0.02275,0.40002,0.25197,0.06508,0.00053,0.02452,0.05756,0.00725,0.00422
11,2.58935,1.88512,0.00014,5.30668,2.97026,0.99999,1.46130,5.55001,1.26348
11,1.26425,0.89582,0.18421,0.24032,4.56069,3.33180,0.00017,0.00013,0.00011
11,0.00111,0.55382,0.08882,0.04823,1.40134,0.00211,0.00480,0.00583,0.01649
11,7.33020,0.62866,0.60291,0.04292,2.67917,8.97102,0.00222,0.00010,2.86742
12,0.00062,0.62600,0.15994,0.01448,9.73562,0.00045,0.00435,0.00162,0.00872
12,0.02854,0.00541,0.05311,4.44619,2.25512,0.00160,0.47217,0.11106,0.00060
12,1.57002,0.94732,0.56671,0.01839,9.75272,4.37711,7.90390,1.06809,6.55408
12,0.00384,0.05180,0.02840,0.00205,9.64943,0.98820,0.03191,0.00301,0.00513
12,7.55958,5.09217,0.00242,7.80815,4.25300,0.99975,8.37436,0.00242,1.34233
12,0.00567,0.07192,0.04469,0.00392,3.33888,0.97695,0.05308,0.00690,0.00842
12,0.00179,6.22481,2.65999,0.00174,2.71742,0.99907,0.00108,0.00035,0.03874
12,0.01385,0.62539,0.17613,0.04331,7.16162,0.01386,0.03466,0.01401,0.00936
12,0.00160,0.00052,4.43774,0.00011,4.26592,0.99686,0.00471,0.00441,0.00268
12,3.05241,1.16832,4.00282,1.38035,1.49939,0.99999,2.55227,0.00010,7.96807
13,0.00304,0.67248,0.07625,1.29313,6.84719,0.00050,0.01258,0.00719,4.15888
13,3.70743,0.60740,0.17968,0.19503,3.29369,0.00035,0.00019,2.11573,9.80952
13,9.17296,0.67075,0.04794,0.02010,1.80623,5.79690,2.15188,4.55827,9.76646
13,0.00705,0.80375,0.15509,0.02609,0.00323,0.00536,0.01766,0.00943,0.02995
13,1.39592,0.81917,0.29038,0.09934,7.50566,2.08736,5.42670,5.62674,8.30730
13,0.00089,0.43529,0.12847,0.21014,0.00044,0.00579,0.00188,0.00077,0.00219
13,0.00184,0.00057,0.00012,0.04442,5.97492,0.99929,0.00464,0.00199,0.00573
13,0.00019,1.12378,9.78718,5.26554,5.72815,0.99970,0.14017,2.07206,3.42486
13,0.00648,3.35717,2.86881,0.00012,1.69738,0.43615,0.00050,7.20912,0.60476
13,1.62186,0.00856,0.00025,1.22700,4.26588,0.99727,0.00150,0.00284,0.00074
14,1.12915,0.49320,0.35870,0.02880,4.66881,0.00012,0.00038,8.76912,6.05847
14,0.00038,0.27208,0.45197,0.15353,1.60053,0.01602,0.27429,0.00558,0.00794
14,0.05804,0.04272,0.01407,0.01046,1.24130,0.13506,0.05908,0.13693,0.00205
14,0.00261,0.40889,0.73199,3.74843,2.41656,0.00250,0.06640,0.01834,4.05707
14,2.51239,2.06384,1.28855,0.05355,1.65056,0.99999,0.00043,9.62560,2.73639
14,0.00607,6.81892,0.00011,0.00015,3.07982,0.00537,0.00035,0.99940,0.01180
14,0.00888,0.00537,0.01745,0.00180,9.34378,0.11239,0.00812,0.25278,0.01526
14,0.00132,0.58685,0.11927,0.03168,0.00065,0.00305,0.00426,0.00078,0.00894
14,0.01365,0.52689,0.12265,0.10864,0.00017,0.02177,0.05729,0.00873,0.02734
14,0.00322,0.00102,0.00071,9.80572,1.75337,0.99776,0.00326,0.00678,0.00768
15,0.00217,1.07874,3.31501,0.11787,9.13744,0.99985,0.00314,0.00028,0.00064
15,5.35648,0.00015,0.00174,4.63059,6.83447,0.99593,0.00013,0.00206,4.62661
15,2.83462,1.70206,6.74207,2.60653,3.31527,0.99999,6.23377,0.00013,8.10922
15,0.01319,0.00090,5.82556,0.00037,2.32061,0.97513,0.00265,0.00837,0.00057
15,0.05846,0.09376,0.00829,0.00523,0.00020,0.03433,0.00431,0.06725,0.20699
15,5.89102,0.85051,0.20561,0.05895,6.36255,2.65089,0.00082,1.02627,0.00023
15,1.39331,0.82090,0.20635,0.07994,5.89168,1.18993,0.00039,6.34608,0.00012
15,5.19356,0.28856,0.05884,0.04419,2.13133,0.00120,0.00172,0.00074,0.00104
15,1.80741,0.81474,0.23708,0.09498,1.24195,7.86801,2.83598,9.43135,2.44056
15,0.21080,0.05337,0.00500,0.00110,0.00121,0.74017,0.11051,0.10838,0.05043
16,0.00030,0.67884,0.08127,0.06196,1.89357,0.00515,0.00507,0.00101,0.00402
16,1.56588,0.72300,0.36574,0.00204,3.01907,0.00129,8.64461,0.00259,6.14805
16,0.00159,0.65803,0.30235,0.11623,0.00233,0.00284,0.01050,0.00451,0.00188
16,1.78739,0.81919,0.11358,0.01932,5.90359,7.31077,9.06695,2.38077,2.57155
16,0.00455,0.00015,1.08108,3.10374,4.14270,0.97523,0.00296,0.00391,0.00016
16,1.56013,0.00139,0.00127,6.97366,3.35544,0.98857,0.00522,0.01234,4.12235
16,0.00254,1.69593,1.47962,2.42749,3.47488,3.16731,0.00024,0.99694,2.44833
16,6.37037,0.12286,0.31411,0.09012,1.49330,0.01885,0.25764,6.63615,2.17048
16,0.00020,0.73152,0.40385,0.02111,2.02594,0.00013,0.00240,0.00237,0.00063
16,0.00019,0.65577,0.32472,0.12809,4.29075,0.00191,0.00194,0.00031,0.00154
17,1.30869,0.86210,0.16485,0.01885,2.05529,5.85362,0.00045,1.70904,0.00045
17,3.39405,3.97059,0.00047,1.56892,2.91043,0.99999,2.13500,5.50250,2.13500
17,0.00021,0.84273,0.23546,0.05558,4.57157,0.00027,0.00462,0.00050,0.00091
17,0.03495,0.49749,0.27082,0.14341,0.00224,0.03827,0.06990,0.01387,0.02254
17,0.01284,0.55767,0.17940,0.01635,2.42821,0.00602,0.06123,0.00261,0.00256
17,0.01474,0.17492,0.02058,0.03692,0.99905,0.01951,0.01128,0.01609,0.01735
17,0.03665,0.29520,0.10457,0.03581,0.98699,0.05394,0.04166,0.04653,0.03297
17,5.93855,1.52239,2.31075,3.89861,2.67735,7.32226,6.62709,1.0,2.15713
17,0.00055,2.08555,2.66906,0.00010,4.15974,0.99850,0.00115,0.12847,0.00031
17,7.57007,5.27384,1.81615,1.50795,1.01662,0.00847,1.89741,1.54532,0.99629
18,0.00031,0.61512,0.05877,0.14612,0.00013,0.00029,0.00219,0.00042,0.00070
18,0.03334,0.60446,0.03996,0.00129,0.00080,0.01716,0.02414,0.01532,0.12912
18,0.00051,0.00222,0.00446,0.00046,6.01495,0.99549,0.00192,0.00370,0.00027
18,5.56583,0.94646,0.15594,0.30217,8.01532,2.79633,2.98484,2.61055,5.88264
18,1.05681,0.73643,0.10899,0.00852,2.22216,1.47157,0.00018,2.17075,4.79840
18,0.00017,0.00181,0.60204,5.26358,5.80169,0.00701,0.52932,0.04571,0.01288
18,0.00788,0.46762,0.19119,0.08421,2.11153,0.03638,0.04846,0.05788,0.01637
18,0.00122,0.01535,0.00301,0.00027,3.43698,0.02948,0.01995,0.96185,0.01133
18,1.44246,8.29340,2.59047,1.04529,1.12780,0.00042,7.71412,0.99995,4.43861
18,0.00202,0.00287,0.00028,0.00585,3.19059,0.99524,0.00520,0.00062,0.00038
19,0.03501,0.70068,0.24744,0.02248,0.00075,0.01356,0.08682,0.00479,0.00413
19,0.00232,3.81843,0.00011,0.00018,2.09560,0.05695,0.00017,0.99830,0.00400
19,5.91456,6.13631,0.00037,3.48998,2.64315,0.99976,4.57528,0.00135,6.23570
19,0.00023,1.62821,0.00409,0.00023,1.92860,0.99974,6.94526,0.00052,0.00034
19,0.00357,0.36640,0.60691,0.00054,0.16785,0.02164,0.04943,0.09296,0.00024
19,1.49267,0.59756,0.34004,0.12905,1.09326,4.27536,0.00052,3.30810,4.96415
19,0.00096,1.57360,3.94107,1.12748,5.21658,0.94073,0.01173,0.00043,1.77043
19,0.01428,0.00925,3.24115,0.00076,1.38176,0.98348,0.03781,0.00843,0.00452
19,0.00938,0.00152,1.82094,0.00159,2.00331,0.91679,0.01597,0.00069,0.00499
19,0.00539,0.48376,0.06598,0.06096,0.00054,0.00935,0.01234,0.00853,0.05622
20,0.03627,0.42471,0.20445,0.02653,0.00896,0.03848,0.05282,0.03063,0.03816
20,1.24237,0.00156,0.00152,0.00011,0.99999,5.01467,1.02289,3.92320,1.74312
20,0.00028,0.00024,0.00020,4.94548,2.46540,0.99987,8.30752,0.00260,0.00037
20,0.00379,0.00260,0.00240,0.00047,8.78604,0.03838,0.01727,0.70781,0.00773
20,0.01036,1.02228,0.01388,0.00017,2.55660,0.00211,0.00012,0.02425,0.94510
20,0.01353,0.06356,0.06452,0.00104,1.47895,0.14507,0.01692,0.76918,0.01944
20,0.00017,0.75276,0.00147,0.00076,3.54477,0.00028,0.00032,7.24354,0.01667
20,0.00027,7.27730,0.00011,2.54170,7.98073,0.08663,0.00012,0.87163,0.02781
20,5.86451,3.89075,3.58314,0.00120,5.71191,0.98942,0.00087,1.84838,2.63168
20,0.00106,0.02051,0.00873,7.94923,1.01165,0.98676,0.00843,0.00343,0.00342
21,3.68511,0.77728,0.13742,0.00075,0.00043,0.02337,0.00081,0.00867,2.15050
21,0.30200,0.01437,0.00968,0.00025,4.09454,0.19835,0.11240,0.06520,0.31570
21,0.00011,0.67773,0.13213,0.04676,1.75255,0.00075,0.00435,0.00093,0.00452
21,0.00131,0.00057,0.03947,0.01007,1.92409,0.00108,0.00189,0.99501,0.03999
21,0.52094,9.07935,1.22134,3.79301,1.83082,0.00034,0.00429,0.26544,0.00034
21,1.30103,0.00010,0.00339,4.61774,2.97933,0.99890,1.58682,0.00354,0.00020
21,0.00011,2.67116,1.14059,1.68852,2.97586,7.15327,1.45908,0.99999,2.34003
21,8.71546,1.33461,1.38749,6.58156,5.66170,3.68193,2.08686,3.20801,0.99999
21,0.02930,0.00250,0.00528,0.00149,6.05390,0.09507,0.02573,0.87544,0.00818
21,0.00254,0.03871,0.02224,5.59739,4.55150,0.98477,0.01971,0.00471,0.00134
22,4.16157,7.37734,0.00027,1.96800,1.75924,0.99937,3.70808,0.00941,4.17244
22,0.02837,0.57680,0.24392,0.07029,0.00013,0.06015,0.11287,0.01115,0.01017
22,1.19033,0.23265,0.03035,0.00800,2.23782,0.00207,0.00059,0.00311,0.00014
22,1.62146,0.27852,0.58596,0.01549,8.61070,0.00315,0.11459,0.00013,6.00921
22,1.19800,0.00090,0.01056,7.21453,1.33697,0.99469,0.00165,0.00074,4.68302
22,1.55277,4.64859,8.98442,1.73117,1.91703,0.99909,0.01999,6.27259,2.59156
22,0.01179,0.00066,0.00213,0.00011,6.01246,0.04167,0.08582,0.11719,0.00151
22,0.01772,0.28057,0.09760,0.03844,1.47514,0.08710,0.37730,0.06081,0.04859
22,0.00084,0.94382,0.18953,0.01311,3.95928,0.00047,0.00657,0.00589,0.00121
22,7.31414,0.90234,0.15420,0.01179,1.26640,9.34883,5.53096,2.79302,3.71739
23,0.00071,0.00175,0.00049,8.83845,2.18670,0.99982,0.00351,0.00027,2.60702
23,8.43216,0.00363,0.00140,8.00450,4.03342,0.00353,0.00722,0.99364,0.00720
23,0.00314,0.00101,0.00202,0.00015,1.30638,0.28305,0.00118,0.82626,0.00213
23,0.00298,0.00052,0.00252,5.11469,4.33061,0.99966,8.08392,0.00400,0.00056
23,0.00111,0.00224,0.00210,0.00012,3.63941,0.99943,0.00418,0.00053,0.00041
23,0.00564,0.00024,0.00085,0.00144,1.03092,0.99033,0.00112,0.00310,0.02085
23,5.28990,0.50257,0.06896,0.01374,9.90353,2.68345,0.00015,2.04413,4.57637
23,0.01823,0.00430,1.17041,0.00398,5.73426,0.99670,0.01749,0.00527,0.00113
23,0.57517,0.03790,0.00944,0.00086,1.46661,0.16438,0.13137,0.12079,0.13352
23,0.82867,1.51404,2.81100,1.91149,1.73874,0.09001,0.04545,0.11091,0.12529
24,0.00158,3.96114,1.04997,0.00060,7.17008,0.99982,0.00055,8.29854,4.14445
24,0.01152,0.68900,0.18048,0.05534,0.00308,0.01440,0.04303,0.01104,0.02917
24,1.12198,2.23605,3.51871,5.45176,4.38317,0.01324,0.99999,5.31752,4.48555
24,3.53290,0.40643,0.43926,0.10514,2.09181,0.00221,0.02697,6.25843,1.14442
24,0.01272,0.78984,0.14009,0.04219,0.00173,0.01771,0.04058,0.02643,0.03193
24,0.00983,0.60176,0.17336,0.10902,0.00090,0.00764,0.01590,0.01297,0.01616
24,5.39659,4.07175,0.00014,8.82955,1.84364,0.99989,1.19957,0.00117,1.10599
24,0.00031,0.47350,0.60980,0.00115,0.00028,0.00663,0.00844,0.01084,7.87257
24,0.03739,0.00686,0.00025,2.59560,3.64081,0.08995,0.00663,0.14092,0.02350
24,0.00158,1.41475,4.09383,0.52110,5.96064,0.99995,0.00795,0.00101,0.00023
25,0.03735,0.55540,0.20280,0.08439,0.00267,0.06118,0.05435,0.08926,0.17291
25,7.97626,2.72412,0.00192,3.02418,2.65683,0.99957,1.59357,0.00732,6.13948
25,1.67739,5.37897,1.42835,5.97886,4.32782,0.99943,8.90936,0.00183,6.64533
25,0.14174,0.09528,0.02126,0.00106,0.00012,0.15097,0.03832,0.20900,0.07772
25,0.00451,0.00039,0.00331,0.00205,3.91666,0.04252,0.00095,0.98011,0.04861
25,0.00026,5.38361,2.48922,0.00502,5.27851,0.99712,0.00034,0.07516,0.00025
25,0.00052,0.00429,0.00409,8.48234,4.58591,0.99764,0.00121,0.00307,0.00197
25,0.00027,0.85198,0.11120,0.03908,2.82465,0.00098,0.00716,0.00059,0.00361
25,0.02228,0.49938,0.22041,0.12804,0.00927,0.04337,0.03532,0.01888,0.02023
25,0.09769,1.35521,0.00058,1.13783,4.55186,7.50316,0.00169,0.92997,3.79304
26,0.00597,0.03494,0.08620,0.01889,6.32060,0.16862,0.00340,0.01516,0.07352
26,0.00013,0.69875,0.43150,0.00121,0.00056,0.00403,0.00034,0.01386,3.95666
26,1.00502,0.97720,0.34054,0.05947,9.76416,1.21561,7.67797,5.99254,1.92839
26,1.64354,0.96089,0.16783,0.00112,6.66072,1.86869,9.64330,2.21935,1.08763
26,0.03233,0.00901,3.47640,0.00113,2.79748,0.84748,0.04457,0.03230,0.00495
26,0.00028,2.32072,7.34749,3.46639,2.77288,0.99947,0.00099,0.00287,4.81994
26,0.00713,0.00160,1.70610,0.00157,2.37539,0.90354,0.01208,0.00712,0.00116
26,0.00047,0.75496,0.43619,0.00731,0.00062,0.00323,0.00328,0.01782,0.00073
26,4.79985,0.00656,2.45977,0.03246,1.73475,0.12253,3.21492,1.43399,5.81384
26,5.21384,0.76261,0.57752,0.12943,8.01473,1.80061,0.00044,4.42148,5.47523
27,8.65098,0.01096,5.97771,1.65327,1.06212,0.00285,0.00759,0.99965,0.00112
27,2.78159,0.32433,0.57523,0.15893,6.67349,0.00238,0.09529,0.00011,8.08381
27,0.00076,0.56723,0.35849,0.09996,0.00011,0.00063,0.00929,0.00065,0.00038
27,0.02300,0.54426,0.19794,0.18871,7.65278,0.02316,0.08853,0.02469,0.00325
27,0.00060,0.63905,0.20410,0.05095,1.40365,0.00438,0.00710,0.00294,0.00783
27,0.00036,0.06363,0.09184,0.00066,5.18732,0.04846,0.99788,0.00168,0.01170
27,0.00725,0.06810,0.07882,0.01226,6.92548,0.00829,0.07018,0.73811,0.00156
27,1.26468,0.33387,0.85538,0.14782,2.75960,0.00181,0.06064,9.84242,4.66142
27,0.02329,0.00703,2.25798,0.00012,4.76382,0.78798,0.01239,0.00576,0.01243
27,0.08945,0.03707,0.01826,0.00583,3.78315,0.15612,0.06147,0.05868,0.09859
28,0.00685,0.00021,4.44945,0.00393,8.20043,0.99469,0.00169,0.00036,0.00284
28,2.76747,0.94389,0.02660,0.00950,7.43250,9.75792,0.00071,4.33351,0.00113
28,0.24122,0.00737,0.00174,0.04834,5.16859,0.84248,0.05173,0.14454,0.03066
28,9.53433,1.98088,2.93847,3.41508,9.86977,0.00123,0.07860,0.99825,7.41808
28,0.02524,0.01071,0.06670,8.66021,9.96571,0.02131,0.16419,0.90319,0.03989
28,9.18914,0.00014,8.11568,1.29680,9.55613,0.99889,0.00210,0.00525,0.00010
28,0.00016,0.11166,0.04455,0.11150,1.44778,0.00188,0.00057,0.00019,0.00153
28,3.11388,0.00072,5.04307,0.00056,2.57756,0.00066,0.00011,0.99999,3.09688
28,1.15869,5.53514,2.89313,9.89888,1.91595,0.99913,0.00146,0.00130,2.00323
28,0.35759,0.02121,0.00956,0.00198,3.35447,0.16545,0.08887,0.01652,0.31622
29,0.00535,0.14174,0.22305,0.00210,2.75873,0.01556,0.85410,5.56926,0.00893
29,0.01402,1.20018,1.22070,5.73511,8.80999,0.99999,8.20278,0.00115,9.44971
29,0.16213,0.00317,3.58985,3.39014,3.09984,0.02694,0.00469,0.93935,0.00026
29,0.01193,0.00119,6.62622,0.01457,1.54932,0.96568,0.00964,0.00266,0.00347
29,0.00255,0.54965,0.35238,0.00249,0.01162,0.00812,0.00967,0.03311,0.00160
29,0.00384,0.43411,0.15525,0.10863,4.71289,0.00305,0.00571,0.00238,0.00216
